encounter_id,olympedia_result_id,olympedia_match_id,edition,edition_id,year,city,venue_location,sport,event,gender,encounter_type,round_raw,group_raw,stage_raw,stage_normalized,match_date_raw,usa_participant,usa_participant_raw,usa_athlete_id,ussr_participant,ussr_participant_raw,ussr_athlete_id,result_raw,score_raw,score_usa_first,usa_score,ussr_score,winner,outcome_class,winner_method,counts_for_pulse,source_url,match_source_url,source_local_file
olympedia-16680,16634,16680,1988 Summer Olympics,22,1988,Seoul,"Jang-chung Che-yuk-gwan, Seoul",Judo,"Half-Middleweight, Men",Men,individual,Round Two,,Round Two,Round 2,28 Sep,Jason Morris,Jason Morris,34096,Bashir Varayev,Bashir Varayev,34492,Yusei-gachi,Yusei-gachi,,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/16634,https://www.olympedia.org/results/16680,16634.html
olympedia-46934,46903,46934,1988 Summer Olympics,22,1988,Seoul,"Che-yuk-gwan, Seo-ul Dae-hak-gyo, Seoul",Table Tennis,"Singles, Women",Women,individual,Group A,,Group A,Group A,23 – 28 September 1988,Diana Gee,Diana Gee,2731,Olena Kovtun,Olena Kovtun,2712,3 – 0,3 – 0,0 – 3,0,3,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/46903,https://www.olympedia.org/results/46934,46903.html
olympedia-46977,46903,46977,1988 Summer Olympics,22,1988,Seoul,"Che-yuk-gwan, Seo-ul Dae-hak-gyo, Seoul",Table Tennis,"Singles, Women",Women,individual,Group C,,Group C,Group C,23 – 28 September 1988,Insook Bhushan,Insook Bhushan,2722,Valentina Popova,Valentina Popova,2715,3 – 0,3 – 0,0 – 3,0,3,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/46903,https://www.olympedia.org/results/46977,46903.html
olympedia-45065,45037,45065,1988 Summer Olympics,22,1988,Seoul,"Te-ni-seu-jang, Ol-lim-pik Gong-won, Seoul",Tennis,"Singles, Men",Men,individual,Round Two,,Round Two,Round 2,22 Sep,Brad Gilbert,Brad Gilbert (5),2762,Andrey Cherkasov,Andrey Cherkasov (Q),2718,"6-4, 1-6, 6-1, 6-2","6-4, 1-6, 6-1, 6-2","6 – 4, 1 – 6, 6 – 1, 6 – 2",3,1,USA,USA_WIN,set_score,True,https://www.olympedia.org/results/45037,https://www.olympedia.org/results/45065,45037.html
olympedia-37406,37404,37406,1988 Summer Olympics,22,1988,Seoul,"Jam-sil Che-yuk-gwan, Seoul Sports Complex, Seoul / Che-yuk-gwan, Han-yang Dae-hak-gyo, Seoul / Saemaul Sports Hall, Seoul",Volleyball,"Volleyball, Men",Men,team,Final Round,,Final Round,Final,02 Oct 12:00,United States,United States,,Soviet Union,Soviet Union,,"13-15, 15-10, 15-4, 15-8","13-15, 15-10, 15-4, 15-8","13 – 15, 15 – 10, 15 – 4, 15 – 8",3,1,USA,USA_WIN,set_score,True,https://www.olympedia.org/results/37404,https://www.olympedia.org/results/37406,37404.html
olympedia-38733,38727,38733,1988 Summer Olympics,22,1988,Seoul,"Su-yeong-jang, Ol-lim-pik Gong-won, Seoul / Jam-sil Su-yeong-jang, Seoul Sports Complex, Seoul",Water Polo,"Water Polo, Men",Men,team,Semi-Finals,,Semi-Finals,Semi-final,30 Sep 21:30,United States,United States,,Soviet Union,Soviet Union,,8 – 7,8 – 7,8 – 7,8,7,USA,USA_WIN,numeric_score,True,https://www.olympedia.org/results/38727,https://www.olympedia.org/results/38733,38727.html
olympedia-129775,129773,129775,1988 Summer Olympics,22,1988,Seoul,"Sang-mu Che-yuk-gwan, Seongnam",Wrestling,"Featherweight, Freestyle, Men",Men,individual,Final Round,,Final Round,Final,29 Sep,John Smith,John Smith,60764,Stepan Sargsyan,Stepan Sargsyan,60531,Decision (4-0),Decision (4-0),,,,USA,USA_WIN,first_competitor_result,True,https://www.olympedia.org/results/129773,https://www.olympedia.org/results/129775,129773.html
olympedia-130437,130430,130437,1988 Summer Olympics,22,1988,Seoul,"Sang-mu Che-yuk-gwan, Seongnam",Wrestling,"Featherweight, Greco-Roman, Men",Men,individual,Group A - Round Five,,Group A - Round Five,Group A - Round Five,19 Sep,Ike Anderson,Ike Anderson,60562,Kamandar Madzhydau,Kamandar Madzhydau,57352,Decision (2-1),Decision (2-1),,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/130430,https://www.olympedia.org/results/130437,130430.html
olympedia-130745,130729,130745,1988 Summer Olympics,22,1988,Seoul,"Sang-mu Che-yuk-gwan, Seongnam",Wrestling,"Heavyweight, Greco-Roman, Men",Men,individual,Group A - Round Four,,Group A - Round Four,Group A - Round Four,20 Sep,Dennis Koslowski,Dennis Koslowski,60680,Guram Gedekhauri,Guram Gedekhauri,60467,Decision (5-4),Decision (5-4),,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/130729,https://www.olympedia.org/results/130745,130729.html
olympedia-129574,129571,129574,1988 Summer Olympics,22,1988,Seoul,"Sang-mu Che-yuk-gwan, Seongnam",Wrestling,"Light-Flyweight, Freestyle, Men",Men,individual,Final Round,,Final Round,Final,29 Sep,Tim Vanni,Tim Vanni,60786,Sergey Karamchakov,Sergey Karamchakov,60482,Decision (3-1),Decision (3-1),,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/129571,https://www.olympedia.org/results/129574,129571.html
olympedia-130533,130475,130533,1988 Summer Olympics,22,1988,Seoul,"Sang-mu Che-yuk-gwan, Seongnam",Wrestling,"Lightweight, Greco-Roman, Men",Men,individual,Group B - Round Three,,Group B - Round Three,Group B - Round Three,21 Sep,Andy Seras,Andy Seras,60759,Levon Julfalakyan,Levon Julfalakyan,60462,Decision (9-2),Decision (9-2),,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/130475,https://www.olympedia.org/results/130533,130475.html
olympedia-130061,130015,130061,1988 Summer Olympics,22,1988,Seoul,"Sang-mu Che-yuk-gwan, Seongnam",Wrestling,"Middleweight, Freestyle, Men",Men,individual,Group B - Round Six,,Group B - Round Six,Group B - Round Six,01 Oct,Mark Schultz,Mark Schultz,60758,Aleksandr Tambovtsev,Aleksandr Tambovtsev,60542,Decision (7-3),Decision (7-3),,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/130015,https://www.olympedia.org/results/130061,130015.html
olympedia-130231,130229,130231,1988 Summer Olympics,22,1988,Seoul,"Sang-mu Che-yuk-gwan, Seongnam",Wrestling,"Super-Heavyweight, Freestyle, Men",Men,individual,Final Round,,Final Round,Final,01 Oct,Bruce Baumgartner,Bruce Baumgartner,60571,Davit Gobejishvili,Davit Gobejishvili,60468,Decision (3-1),Decision (3-1),,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/130229,https://www.olympedia.org/results/130231,130229.html
olympedia-130797,130789,130797,1988 Summer Olympics,22,1988,Seoul,"Sang-mu Che-yuk-gwan, Seongnam",Wrestling,"Super-Heavyweight, Greco-Roman, Men",Men,individual,Group A - Round Four,,Group A - Round Four,Group A - Round Four,21 Sep,Duane Koslowski,Duane Koslowski,60681,Aleksandr Karelin,Aleksandr Karelin,59868,Decision (15-0) (2:23),Decision (15-0) (2:23),,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/130789,https://www.olympedia.org/results/130797,130789.html
olympedia-129933,129931,129933,1988 Summer Olympics,22,1988,Seoul,"Sang-mu Che-yuk-gwan, Seongnam",Wrestling,"Welterweight, Freestyle, Men",Men,individual,Final Round,,Final Round,Final,30 Sep,Kenny Monday,Kenny Monday,60715,Adlan Varayev,Adlan Varayev,60554,Decision (5-2) (6:42),Decision (5-2) (6:42),,,,USA,USA_WIN,first_competitor_result,True,https://www.olympedia.org/results/129931,https://www.olympedia.org/results/129933,129931.html
